id,name,price,description,speed,engine_type,build,weight,material,engine_l,hp,history,image_url
180,1975 Ferrari Dino 208 GT4,"$62,906 AUD","The Ferrari Dino 208 GT4 was a smaller-engined version of the 308 GT4, designed to meet Italian tax regulations.",8.0s,V8,Coupe,1.3 tonnes,Steel,2.0L,170hp,"The 208 GT4 was unique to the Italian market, offering Ferrari’s performance in a more affordable package.",dino_208_gt4.jpg
181,1976 Ferrari 400 Automatic,"$54,858 AUD","The Ferrari 400 Automatic was a grand tourer with an automatic transmission, featuring a front-engine V12.",7.5s,V12,Coupe,1.6 tonnes,Steel,4.8L,335hp,"The 400 Automatic was Ferrari’s first production car with an automatic gearbox, catering to luxury-oriented customers.",400_automatic.jpg
182,1976 Ferrari 400 GT,"$77,872 AUD","The Ferrari 400 GT was a luxurious grand tourer with a V12 engine, offering a combination of performance and comfort.",7.3s,V12,Coupe,1.6 tonnes,Steel,4.8L,335hp,"The 400 GT continued Ferrari’s tradition of high-performance grand touring cars, known for its power and refinement.",400_gt.jpg
183,1976 Ferrari 512 BB,"$705,285 AUD","The Ferrari 512 BB was an evolution of the 365 GT4 BB, featuring a larger flat-12 engine and improved performance.",6.0s,Flat-12,Coupe,1.4 tonnes,Steel,5.0L,360hp,"The 512 BB was known for its combination of power and handling, making it one of Ferrari’s most iconic models.",512_bb.jpg
184,1977 Ferrari 308 GTS,"$226,105 AUD","The Ferrari 308 GTS was the targa top version of the 308 GTB, offering open-air driving with Ferrari’s mid-engine V8.",6.9s,V8,Targa,1.2 tonnes,Steel,3.0L,255hp,"The 308 GTS became famous for its role in the TV series Magnum, P.I., cementing its status as a cultural icon.",308_gts.jpg
185,1978 Ferrari 512 BB LM,"$367,494 AUD","The Ferrari 512 BB LM was a race-prepared version of the 512 BB, designed for endurance racing.",5.7s,Flat-12,Coupe,1.1 tonnes,Aluminum,5.0L,470hp,"The 512 BB LM competed at Le Mans, showcasing Ferrari’s racing pedigree with its powerful flat-12 engine.",512_bb_lm.jpg
186,1979 Ferrari 400 Automatic i,"$53,500 AUD",The Ferrari 400 Automatic i featured an automatic transmission and was an update to the previous 400 models.,7.2s,V12,Coupe,1.6 tonnes,Steel,4.8L,310hp,"The 400 Automatic i introduced fuel injection, improving efficiency while maintaining Ferrari’s luxurious grand tourer tradition.",400_automatic_i.jpg
187,1979 Ferrari 400 GTi,"$55,900 AUD","The Ferrari 400 GTi was a luxury grand tourer, combining power and elegance with its fuel-injected V12 engine.",7.0s,V12,Coupe,1.6 tonnes,Steel,4.8L,310hp,"The 400 GTi continued Ferrari’s lineage of powerful front-engine GT cars, offering a more refined driving experience.",400_gti.jpg
188,1980 Ferrari 208 GTB,"$98,700 AUD","The Ferrari 208 GTB was a smaller-engined variant of the 308, designed specifically for the Italian market to meet tax regulations.",8.0s,V8,Coupe,1.1 tonnes,Steel,2.0L,155hp,"The 208 GTB offered the Ferrari experience in a more affordable package, making it popular in Italy.",208_gtb.jpg
189,1980 Ferrari 208 GTS,"$102,300 AUD","The Ferrari 208 GTS was the targa top version of the 208 GTB, providing open-air driving in a compact package.",8.2s,V8,Targa,1.1 tonnes,Steel,2.0L,155hp,"The 208 GTS provided a balance of performance and style, ideal for enthusiasts in markets with strict tax laws.",208_gts.jpg
190,1980 Ferrari 308 GTBi,"$113,800 AUD","The Ferrari 308 GTBi introduced fuel injection to the 308 series, enhancing efficiency while maintaining its iconic design.",7.9s,V8,Coupe,1.3 tonnes,Steel,3.0L,205hp,"The 308 GTBi was an important evolution in the 308 series, focusing on emissions and reliability improvements.",308_gtbi.jpg
191,1980 Ferrari 308 GTSi,"$117,500 AUD","The Ferrari 308 GTSi was the fuel-injected version of the popular 308 GTS, offering improved emissions and fuel economy.",8.1s,V8,Targa,1.3 tonnes,Steel,3.0L,205hp,The 308 GTSi retained the open-air driving appeal of the GTS while adopting modern fuel injection technology.,308_gtsi.jpg
192,1980 Ferrari Mondial 8,"$97,300 AUD","The Ferrari Mondial 8 was a 2+2 coupe with a mid-engine V8, designed as a more practical Ferrari with four seats.",8.5s,V8,Coupe,1.4 tonnes,Steel,3.0L,214hp,"The Mondial 8 was Ferrari’s attempt to create a more accessible and versatile sports car, with a focus on comfort and practicality.",mondial_8.jpg
193,1981 Ferrari 512 BBi,"$145,500 AUD","The Ferrari 512 BBi was an evolution of the 512 BB, featuring Bosch fuel injection and improved reliability.",5.4s,Flat-12,Coupe,1.5 tonnes,Steel,5.0L,340hp,"The 512 BBi continued Ferrari’s tradition of powerful, mid-engine supercars, with a focus on modern technology and improved driveability.",512_bbi.jpg
194,1982 Ferrari 208 GTB Turbo,"$115,000 AUD","The Ferrari 208 GTB Turbo was a turbocharged variant of the 208 GTB, offering increased power and performance.",7.2s,V8 Turbo,Coupe,1.1 tonnes,Steel,2.0L,220hp,"The 208 GTB Turbo was Ferrari’s response to the need for more power in smaller engines, using turbocharging to enhance performance.",208_gtb_turbo.jpg
195,1982 Ferrari 308 GTB Quattrovalvole,"$123,000 AUD","The Ferrari 308 GTB Quattrovalvole featured a four-valve-per-cylinder V8, improving both power and efficiency.",6.5s,V8,Coupe,1.3 tonnes,Steel,3.0L,240hp,The 308 GTB Quattrovalvole was praised for its enhanced performance and became one of the most sought-after models in the 308 series.,308_gtb_quattrovalvole.jpg
196,1982 Ferrari 308 GTS Quattrovalvole,"$127,500 AUD","The Ferrari 308 GTS Quattrovalvole was the targa version of the 308 GTB Quattrovalvole, offering both performance and open-air driving.",6.7s,V8,Targa,1.3 tonnes,Steel,3.0L,240hp,The 308 GTS Quattrovalvole combined the improved power of the Quattrovalvole engine with the joy of targa-top driving.,308_gts_quattrovalvole.jpg
197,1982 Ferrari Mondial Quattrovalvole,"$102,000 AUD","The Ferrari Mondial Quattrovalvole was an upgraded version of the Mondial 8, featuring a four-valve-per-cylinder engine for better performance.",8.1s,V8,Coupe,1.4 tonnes,Steel,3.0L,240hp,The Mondial Quattrovalvole improved on the original Mondial 8 with more power and refined handling.,mondial_quattrovalvole.jpg
198,1983 Ferrari 208 GTS Turbo,"$118,500 AUD","The Ferrari 208 GTS Turbo was the turbocharged version of the 208 GTS, offering enhanced performance in a compact package.",7.5s,V8 Turbo,Targa,1.1 tonnes,Steel,2.0L,220hp,"The 208 GTS Turbo provided a mix of Ferrari style and performance, with a focus on efficiency and power from a small engine.",208_gts_turbo.jpg
199,1983 Ferrari Mondial Cabriolet,"$105,000 AUD","The Ferrari Mondial Cabriolet was the open-top version of the Mondial, providing a unique combination of practicality and open-air enjoyment.",8.7s,V8,Cabriolet,1.5 tonnes,Steel,3.0L,214hp,The Mondial Cabriolet offered a family-friendly Ferrari experience with the added pleasure of convertible driving.,mondial_cabriolet.jpg
200,1984 Ferrari GTO,"$4,500,000 AUD","The Ferrari GTO, also known as the 288 GTO, was a limited-production supercar designed for Group B racing, featuring a twin-turbocharged V8.",4.9s,V8 Twin-Turbo,Coupe,1.1 tonnes,Aluminum,2.9L,400hp,"The 288 GTO was one of the most iconic Ferrari models, known for its aggressive design and incredible performance.",gto.jpg
201,1984 Ferrari Testarossa,"$275,000 AUD","The Ferrari Testarossa was an iconic supercar of the 1980s, known for its wide stance, side strakes, and powerful flat-12 engine.",5.3s,Flat-12,Coupe,1.5 tonnes,Steel,4.9L,390hp,"The Testarossa became a symbol of the 1980s, appearing in numerous films and TV shows, and is still celebrated today.",testarossa.jpg
202,1985 Ferrari 3.2 Mondial,"$108,000 AUD","The Ferrari 3.2 Mondial was an evolution of the Mondial Quattrovalvole, featuring a larger 3.2L engine for improved performance.",7.9s,V8,Coupe,1.5 tonnes,Steel,3.2L,266hp,"The 3.2 Mondial offered a more powerful and refined driving experience, continuing Ferrari’s tradition of practical 2+2 coupes.",3_2_mondial.jpg
203,1985 Ferrari 3.2 Mondial Cabriolet,"$113,000 AUD",The Ferrari 3.2 Mondial Cabriolet offered the same improvements as the coupe variant but with the added joy of open-air driving.,8.1s,V8,Cabriolet,1.5 tonnes,Steel,3.2L,266hp,The 3.2 Mondial Cabriolet provided a more powerful and refined driving experience with the option to enjoy top-down motoring.,3_2_mondial_cabriolet.jpg
204,1985 Ferrari 328 GTB,"$123,000 AUD","The Ferrari 328 GTB was an evolution of the 308, featuring a larger 3.2L V8 and a more refined design.",6.8s,V8,Coupe,1.3 tonnes,Steel,3.2L,270hp,"The 328 GTB became one of the most beloved Ferrari models, praised for its balance of performance, handling, and style.",328_gtb.jpg
205,1985 Ferrari 328 GTS,"$128,500 AUD","The Ferrari 328 GTS was the targa-top version of the 328 GTB, offering the same performance with the added enjoyment of open-air driving.",7.0s,V8,Targa,1.3 tonnes,Steel,3.2L,270hp,"The 328 GTS became an instant classic, combining Ferrari’s performance with the freedom of a removable roof panel.",328_gts.jpg
206,1985 Ferrari 412,"$154,000 AUD","The Ferrari 412 was a grand tourer that updated the 400 series with a larger engine and improved features, making it a more refined luxury vehicle.",6.7s,V12,Coupe,1.7 tonnes,Steel,4.9L,340hp,"The 412 was the last of Ferrari’s long-running series of V12 grand tourers, representing the pinnacle of luxury and performance.",412.jpg
207,1986 Ferrari GTB Turbo,"$105,000 AUD","The Ferrari GTB Turbo was a turbocharged variant of the 328 GTB, designed for markets with tax incentives for smaller engines.",6.3s,V8 Turbo,Coupe,1.3 tonnes,Steel,2.0L,254hp,"The GTB Turbo provided a high-performance option for markets with strict engine size regulations, offering the thrill of a turbocharged Ferrari.",gtb_turbo.jpg
208,1986 Ferrari GTS Turbo,"$110,500 AUD","The Ferrari GTS Turbo was the targa-top version of the GTB Turbo, offering the same turbocharged performance with the option for open-air driving.",6.5s,V8 Turbo,Targa,1.3 tonnes,Steel,2.0L,254hp,"The GTS Turbo delivered an exhilarating driving experience with a turbocharged engine, perfect for enthusiasts who also enjoy top-down motoring.",gts_turbo.jpg
209,1987 Ferrari 408 4RM,N/A,"The Ferrari 408 4RM was a concept car that experimented with four-wheel drive, showcasing Ferrari’s innovation in drivetrain technology.",N/A,V8,Coupe,N/A,Aluminum,4.0L,300hp,"The 408 4RM was never produced for the public, but it remains an important part of Ferrari’s development history, particularly in all-wheel-drive technology.",408_4rm.jpg
210,1987 Ferrari F40,"$1,250,000 AUD","The Ferrari F40 was a landmark supercar, built to celebrate Ferrari’s 40th anniversary and designed for ultimate performance.",4.1s,V8 Twin-Turbo,Coupe,1.1 tonnes,Carbon Fiber,2.9L,471hp,"The F40 was one of the first production cars to break the 200 mph barrier, and it remains one of Ferrari’s most iconic models.",f40.jpg
211,1989 Ferrari 348 TB,"$189,000 AUD","The Ferrari 348 TB was a mid-engine V8 sports car, offering a more modern design and improved handling over its predecessors.",5.6s,V8,Coupe,1.3 tonnes,Steel,3.4L,300hp,"The 348 TB was the first Ferrari to be designed with significant input from the company’s Formula 1 team, resulting in better aerodynamics and performance.",348_tb.jpg
